Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Lead Investments,Number of Portfolio Organizations,Number of Exits (IPO),Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industry Groups,Industries,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status
Vinci Venture Capital,https://www.crunchbase.com/organization/vinci-venture-capital,Venture Capital,17,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","Vinci invests in early-stage European tech companies in mobility and automotive technologies, industry 4.0, energy storage and management.",8,10,,Active,2018-10-01,day,http://www.vincivc.com/,https://linkedin.com/company/vinci-venture-capital,"Energy, Manufacturing, Sustainability, Transportation","Automotive, CleanTech, Energy, Energy Management, Energy Storage, Industrial, Logistics, Supply Chain Management",,,1-10,"Early Stage Venture, Seed",,,Private
astorya.vc,https://www.crunchbase.com/organization/astorya-vc,Venture Capital,17,1,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Astorya.vc is a venture capital firm that invests in insurtech, fintech, and cybersecurity firms.",2,13,,Active,2018-11-01,day,http://www.astorya.vc,https://www.linkedin.com/company/astorya-vc/,"Financial Services, Information Technology, Lending and Investments, Privacy and Security","Cyber Security, FinTech, InsurTech, Venture Capital",2,"Florian Graillot, Jan Kastory",11-50,Seed,,,Private
Bloomhaus Ventures,https://www.crunchbase.com/organization/bloomhaus-ventures,"Family Investment Office, Venture Capital",17,,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",Early stage investment vehicle and venture Arm of a Swiss family office,5,15,,Active,2022-01-01,year,https://www.bloomhaus.vc/,https://www.linkedin.com/company/bloomhausventures/,,,1,Pascal Stuerchler,1-10,Seed,,,Private
Springboard Health Angels,https://www.crunchbase.com/organization/springboard-health-angels,"Angel Group, Venture Capital",17,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Angel Syndicate of industry insiders investing in healthcare and health tech globally,,17,,Active,2022-01-01,year,https://www.springboardangels.com/,https://www.linkedin.com/company/springboard-health-angels/,"Financial Services, Health Care, Lending and Investments","Angel Investment, Health Care, Medical, Venture Capital",2,"Andreas Schmidt, Yoni Goldwasser",1-10,"Early Stage Venture, Seed",,,Private
TS Ventures,https://www.crunchbase.com/organization/ts-ventures-gmbh,"Angel Group, Venture Capital",17,,"Bergisch Gladbach, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",TS Ventures is a Venture Capital company. We team up with outstanding entrepreneurs and support them as angel investors wholeheartedly.,1,13,,Active,2012-01-01,day,https://www.tsventures.io/,https://www.linkedin.com/company/tsventures/about/,"Financial Services, Lending and Investments",Venture Capital,1,Stephan Jacquemot,1-10,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed",,,Private
First Imagine!,https://www.crunchbase.com/organization/first-imagine-ventures,Venture Capital,17,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",First Imagine! is an early-stage venture capital investor that focuses on the energy transition sector.,6,14,,Active,2016-05-01,day,http://www.firstimagine.com/,https://www.linkedin.com/company/first-imagine-ventures/,"Artificial Intelligence (AI), Data and Analytics, Energy, Financial Services, Lending and Investments, Natural Resources, Science and Engineering, Software, Sustainability","Artificial Intelligence (AI), Clean Energy, Energy Storage, Solar, Venture Capital, Wind Energy",1,Alexander Starchenko,1-10,"Early Stage Venture, Seed, Venture",,,Private
The Mills Fabrica,https://www.crunchbase.com/organization/the-mills-fabrica-fund,"Incubator, Venture Capital",17,1,"Tsuen Wan, New Territories, Hong Kong",Asia-Pacific (APAC),"The Mills Fabrica is an incubator, fund and space/lab/store dedicated towards promoting techstyle startups.",3,16,1,Active,2015-01-01,year,http://www.themillsfabrica.com/,https://www.linkedin.com/company/the-mills-fabrica/,"Clothing and Apparel, Design, Financial Services, Lending and Investments, Professional Services","Business Development, Fashion, Financial Services, Venture Capital",1,Vanessa Cheung,11-50,"Early Stage Venture, Seed",,,Private
Signature Ventures,https://www.crunchbase.com/organization/signature-ventures,Venture Capital,17,,"Aying, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Early-stage Venture Capital fund investing in Blockchain, Distributed Ledger Technology and Web3 technology.",4,12,,Active,2019-01-01,year,https://signatureventures.com/,https://www.linkedin.com/company/signatureventures/,"Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Privacy and Security, Software","Blockchain, FinTech, Open Source, Privacy, Venture Capital",2,"Dr. Georg Stricker, Juliane Hahn",1-10,"Early Stage Venture, Seed, Venture",,,Private
Vesna Capital,https://www.crunchbase.com/organization/vesna-capital,Venture Capital,17,,"Kyiv, Kyyiv, Ukraine","Europe, Middle East, and Africa (EMEA)",Venture capital firm investing in early-stage scalable startups from CEE and Nordic regions,3,17,,Active,2022-03-01,month,https://vesna.capital,https://www.linkedin.com/company/vesna-capital,,,1,Andriy Fedoriv,1-10,"Early Stage Venture, Seed, Venture",,,Private
Shio Capital,https://www.crunchbase.com/organization/shio-capital,"Private Equity Firm, Venture Capital",17,1,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Leveraging entrepreneurial and financial experience to identify opportunities in the Food, Beverage and Consumer Goods space.",,16,,Active,2018-01-01,year,http://shiocap.com/,https://www.linkedin.com/company/shio-capital/about/,"Financial Services, Lending and Investments","Financial Services, Venture Capital",1,Timo Meyer,1-10,"Private Equity, Seed, Venture",,,Private
D4 Ventures,https://www.crunchbase.com/organization/d4-ventures,Venture Capital,17,3,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",D4 Ventures is an investment vehicle.,1,13,,Active,2020-01-01,year,https://d4ventures.com/,https://www.linkedin.com/company/d4ventures,,,1,Hanzade Dogan,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Apic Investments,https://www.crunchbase.com/organization/signa-innovations,Venture Capital,17,2,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Apic Investments is a PropTech & RetailTech Venture Capital Investor based out of Berlin,8,14,,Active,2018-01-01,year,,,"Financial Services, Lending and Investments, Real Estate, Sustainability","CleanTech, Construction, Real Estate, Venture Capital",,,1-10,Early Stage Venture,,,Private
Synapse Partners,https://www.crunchbase.com/organization/synapsepartners,Venture Capital,17,5,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Synapse Partners invests in early-stage startups developing horizontal or vertical enterprise software AI applications.,,13,,Active,2015-01-01,year,http://synapsepartners.co/,https://www.linkedin.com/company-beta/7803903/,"Apps, Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Lending and Investments, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Automotive, Big Data, Enterprise Applications, Financial Services, Telecommunications, Transportation, Venture Capital",2,"Evangelos Simoudis, Matthew Chagan",1-10,Early Stage Venture,,,Private
Gauss Ventures,https://www.crunchbase.com/organization/gauss-ventures,Venture Capital,17,1,"Grand Cayman, Midland, Cayman Islands",,Gauss Ventures is an early-stage venture capital firm.,5,12,,Active,2017-01-01,year,http://www.gauss.vc,https://www.linkedin.com/company/gauss_vc/,"Financial Services, Professional Services","Business Development, Finance, Financial Services",1,Daniel Gusev,1-10,Early Stage Venture,,,Private
Polar Light Ventures,https://www.crunchbase.com/organization/polar-light-ventures-ltd,"Micro VC, Venture Capital",17,2,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",Principal Investment Company focusing on early stage technology ventures.,,14,1,Active,2016-06-01,day,https://polarlightventures.com/,https://www.linkedin.com/company/polarlightventures,"Financial Services, Health Care, Media and Entertainment","Digital Media, Financial Services, Health Care",2,"Elena Buchen, Michael Buchen",1-10,"Early Stage Venture, Seed",,,Private
High Rise Ventures,https://www.crunchbase.com/organization/high-rise-ventures,"Micro VC, Venture Capital",17,1,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",High Rise Ventures is to help early stage tech start-ups that have a great team and a convincing technology.,6,14,,Active,2018-01-01,year,https://www.highrise.ventures,https://www.linkedin.com/company/high-rise-ventures-gmbh/about/,"Financial Services, Lending and Investments, Real Estate","Finance, Financial Services, Real Estate, Smart Building, Venture Capital",1,Claudia Nagel,1-10,"Early Stage Venture, Seed",,,Private
Future Capital,https://www.crunchbase.com/organization/future-capital-ag,Venture Capital,17,3,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Future Capital invests in companies engaged in the life sciences and chemistry, including nanotechnology and material sciences.",2,14,1,Closed,1999-03-01,day,http://www.future-capital.com,,Science and Engineering,"Chemical, Nanotechnology",,,1-10,"Early Stage Venture, Late Stage Venture",,,Private
Amplifier,https://www.crunchbase.com/organization/amplifier-36cb,Venture Capital,17,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Early-stage venture capital fund investing in industrial, and logistics technologies for supply chain resilience.",1,11,,Active,2019-01-01,year,http://www.amplifierlab.io,https://www.linkedin.com/company/amplifierlab,"Financial Services, Hardware, Lending and Investments, Manufacturing, Science and Engineering, Software, Transportation","Industrial, Logistics, Robotics, Transportation, Venture Capital",2,"Christian Oldendorff, Henry Palmer",1-10,"Early Stage Venture, Seed",,,Private
TruVenturo,https://www.crunchbase.com/organization/truventuro-gmbh,Venture Capital,17,2,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",TruVenturo is an entrepreneurial investor and company builder,1,11,,Active,2009-01-01,year,http://www.truventuro.com/,https://www.linkedin.com/company/truventuro-gmbh/,"Financial Services, Lending and Investments","Finance, Venture Capital",1,Nils Regge,11-50,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
BlackWood Ventures,https://www.crunchbase.com/organization/blackwood-ventures,Venture Capital,16,,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",Venture Capital Fund,6,15,,Active,2022-01-01,year,https://www.blackwood.vc,https://www.linkedin.com/company/blackwoodventures,Financial Services,"Finance, Financial Services, FinTech",2,"Abbas Kazmi, Bastian Larsen",11-50,"Early Stage Venture, Seed, Venture",,,Private
NP-Hard Ventures,https://www.crunchbase.com/organization/np-hard-ventures,Venture Capital,16,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",NP-Hard Ventures primarily invests in product-obsessed founders.,1,16,,Active,2021-01-01,year,https://nphard.vc/,https://www.linkedin.com/company/nphard/,,,3,"Anke Huiskes, Micha Leuffen, Paul Veugen",1-10,Seed,,,Private
Apollo Health Ventures,https://www.crunchbase.com/organization/apollo-health-ventures,"Incubator, Venture Capital",16,,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Apollo Health Ventures is a venture capital firm investing in seed and early stage biotechnology companies.,9,9,,Active,2016-01-01,year,https://www.apollo.vc,https://www.linkedin.com/company/ahv,"Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering","Biotechnology, Health Care, Medical, Venture Capital",4,"Alexandra Bause, James Peyer, Nils Regge, Ole Mensching",11-50,"Early Stage Venture, Seed",,,Private
Stableton Financial,https://www.crunchbase.com/organization/stableton-financial-ag,Venture Capital,16,3,"Zug, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)",Stableton Financial is a growth equity fintech investment firm that offers growth equity and pre-IPO deals services.,1,16,,Active,2018-10-31,day,https://www.stableton.com/approach,https://www.linkedin.com/company/stableton/about/,"Financial Services, Information Technology, Internet Services, Other, Software, Transportation","Consumer, Financial Services, FinTech, Information Technology, Internet, Software, Transportation",4,"Andreas Bezner, Carmine Meoli, Konstantin Heiermann, Vinzent Zerner",11-50,"Early Stage Venture, Late Stage Venture, Secondary Market, Venture",For Profit,,Private
Troy Capital Partners,https://www.crunchbase.com/organization/troy-capital-partners,Venture Capital,16,7,"Santa Monica, California, United States","Greater Los Angeles Area, West Coast, Western US",Troy Capital Partners is an early stage venture capital firm investing in companies across sectors.,2,13,4,Active,2015-01-01,year,http://www.troycapitalpartners.com,https://www.linkedin.com/company/troy-capital-partners,"Financial Services, Lending and Investments, Professional Services","Business Development, Financial Services, Venture Capital",2,"Josh Berman, Samit Varma",11-50,"Early Stage Venture, Late Stage Venture, Seed",,,Private
Robin Capital,https://www.crunchbase.com/organization/robin-capital,Venture Capital,16,,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Robin Capital focuses on software and technology solutions that address meaningful problems but am vertical agnostic.,1,14,,Active,2022-12-01,month,https://robincap.com/,https://www.linkedin.com/company/robincapital/,,,,,1-10,"Early Stage Venture, Seed, Venture",,,Private
