Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Lead Investments,Number of Portfolio Organizations,Number of Exits (IPO),Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industry Groups,Industries,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status
Matrix,https://www.crunchbase.com/organization/matrix-partners,Venture Capital,549,140,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Matrix is a venture capital firm that invests in early-stage technology startups.,177,275,24,Active,1977-01-01,year,https://www.matrix.vc,https://www.linkedin.com/company/matrix-vc/,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Hardware, Internet Services, Other, Science and Engineering, Software","Artificial Intelligence (AI), B2B, Computer Vision, Consumer, Enterprise, FinTech, Infrastructure, Internet, SaaS, Semiconductor",1,Paul J. Ferri,11-50,"Early Stage Venture, Seed, Venture",,,Private
Qualcomm Ventures,https://www.crunchbase.com/organization/qualcomm-ventures,Corporate Venture Capital,540,139,"San Diego, California, United States","Greater San Diego Area, West Coast, Western US",Qualcomm Ventures is a global investor that assists entrepreneurs in creating revolutionary businesses.,131,349,25,Active,2000-01-01,year,https://www.qualcommventures.com,https://www.linkedin.com/company/qualcomm-ventures,"Financial Services, Lending and Investments, Professional Services","Business Development, Finance, Venture Capital",1,Paul E. Jacobs,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed",,,Private
Pareto Holdings,https://www.crunchbase.com/organization/pareto-holdings,Venture Capital,520,49,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Pareto Holdings is an early-stage investment firm that provides venture studio and funding services.,9,508,1,Active,2020-01-01,year,https://www.pareto20.com/,https://www.linkedin.com/company/paretoholdings/about/,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",1,Edward Lando,1-10,"Early Stage Venture, Seed",,,Private
Founder Collective,https://www.crunchbase.com/organization/founder-collective,Venture Capital,515,152,"Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",Founder Collective is a seed-stage venture capital fund that helps entrepreneurs build their businesses.,31,360,12,Active,2009-05-22,day,http://foundercollective.com,https://www.linkedin.com/company/founder-collective,"Hardware, Internet Services, Mobile","Hardware, Internet of Things, Mobile",18,"Andy Palmer, Anthony Goldbloom, Bill Trenchard, Caterina Fake, Chris Dixon, Dan Sommer, David Frankel, Elliot Cohen, Eric Paley, Jack Groetzinger, James Tamplin, Micah Rosenbloom, Nadia Boujarwah, Noah Glass, Noah Jessop, Parul Singh, Raj De Datta, Zach Klein",1-10,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",,Made Acquisitions,Private
Speedinvest,https://www.crunchbase.com/organization/speedinvest,Venture Capital,513,48,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Speedinvest is a venture capital fund investing in pre-seed, seed, and early-stage tech startups.",203,309,,Active,2011-06-01,day,http://speedinvest.com,https://www.linkedin.com/company/speedinvest,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",5,"Daniel Keiper-Knorr, Erik Bovee, Michael Schuster, Oliver Holle, Werner Zahnt",101-250,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Headline,https://www.crunchbase.com/organization/headlinevc,Venture Capital,505,77,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Headline is a venture capital firm that focuses on seed to early-stage investments in technology-driven companies.,172,291,13,Active,1998-01-01,year,http://headline.com,https://www.linkedin.com/company/headlinevc,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",5,"Akio Tanaka, Andreas Haug, Christian Leybold, Maren Eckloff-Böhme, Mathias Schilling",101-250,"Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Forum Ventures,https://www.crunchbase.com/organization/forumventures,"Accelerator, Venture Capital",495,40,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Forum Ventures is a venture capital firm that invests in early-stage startups, mainly in the SaaS and enterprise software sectors.",149,422,,Active,2014-01-01,day,https://www.forumvc.com,http://www.linkedin.com/company/forumvc,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",2,"Michael Cardamone, Nick Mehta",101-250,"Convertible Note, Early Stage Venture, Seed",,,Private
GGV Capital,https://www.crunchbase.com/organization/ggv-capital,Venture Capital,493,50,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",GGV Capital is a venture capital firm that focuses on seed-to-growth stage investments across the retail and technology sectors.,183,319,32,Active,2000-01-01,year,https://www.ggvc.com,,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",4,"Hany Nada, Joel Kellman, Scott Bonham, Thomas Ng",101-250,"Convertible Note, Early Stage Venture, Initial Coin Offering, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",,,Private
Great Oaks Venture Capital,https://www.crunchbase.com/organization/great-oaks-venture-capital,Venture Capital,476,113,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",Great Oaks is an early-stage venture investment firm that invests in seed and series a investments in tech-based startups.,26,348,6,Active,2005-01-01,day,http://www.greatoaksvc.com,http://www.linkedin.com/company/3254468,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",1,Andrew Boszhardt Jr.,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Acequia Capital (AceCap),https://www.crunchbase.com/organization/acequia-capital,Venture Capital,470,54,"Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",Acequia Capital is a tech-focused fund that began in Seattle.,19,327,13,Active,2010-01-01,year,http://acecap.com,https://www.linkedin.com/company/acequia-capital/,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",1,Hank Vigil,11-50,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
HV Capital,https://www.crunchbase.com/organization/holtzbrinck-ventures,Venture Capital,468,92,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",HV Capital is one of the leading early-stage and growth investors in Europe.,144,241,13,Active,2000-01-01,year,http://www.hvcapital.com,https://www.linkedin.com/company/hvcapital,"Financial Services, Lending and Investments","Angel Investment, Finance, Financial Services, Venture Capital",1,Lars Langusch,51-100,"Early Stage Venture, Late Stage Venture, Seed",,,Private
Entrepreneurs First,https://www.crunchbase.com/organization/entrepreneur-first,"Accelerator, Venture Capital",459,36,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Entrepreneurs First brings ambitious founders together to build globally important technology companies.,118,349,,Active,2011-09-01,day,http://www.joinef.com,https://www.linkedin.com/company/2340783,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software","Artificial Intelligence (AI), Finance, Financial Services, FinTech, Venture Capital",20,"Akhilesh K. Chaurasia, Alice Bentinck, Amit Kumar, Andrej Ondracka, Anwar Jeffrey, Armins Stepanjans, Balint Pasztor, Freddie Fforde, George Proud, Juan Barragan, Masha Krol, Matt Clifford, Oliver Walerys, Pocholo Miguel Espina, Sankar Seramani, Sheetal Sinha, Siddharth Gupta, Sreenadh Narayanan, Uzay Macar, Zvezdin Besarabov",101-250,"Early Stage Venture, Seed, Venture",,,Private
Internet Initiatives Development Fund (IIDF),https://www.crunchbase.com/organization/internet-initiatives-develompent-fund-iidf,"Accelerator, Venture Capital",449,4,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)",Internet Initiatives Development Fund is a venture fund that creates infrastructure and conditions for Russia-based businesses.,59,424,,Active,2013-07-17,day,https://www.iidf.ru,https://www.linkedin.com/company-beta/3253626/,"Financial Services, Information Technology, Internet Services, Lending and Investments, Privacy and Security","Cyber Security, Financial Services, FinTech, Internet of Things, Venture Capital",1,Kirill Varlamov,101-250,"Early Stage Venture, Seed, Venture",,,Private
Social Starts,https://www.crunchbase.com/organization/social-starts,"Micro VC, Venture Capital",441,75,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Social Starts is a venture capital partnership that invests in companies focusing on emerging science.,10,340,1,Active,2012-01-01,year,http://socialstarts.com,https://www.linkedin.com/company/social-starts,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",1,William Lohse,11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private
Octopus Ventures,https://www.crunchbase.com/organization/octopus-ventures,Venture Capital,440,63,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Octopus Ventures is a venture capital firm that offers support to companies at various stages of their journey, from idea conception to IPO.",244,290,6,Active,2008-01-01,year,http://www.octopusventures.com,https://www.linkedin.com/company/octopus-ventures,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,101-250,"Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Balderton Capital,https://www.crunchbase.com/organization/balderton-capital,Venture Capital,437,87,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Balderton Capital is a venture capital investor that supports technology businesses.,195,238,12,Active,2000-01-01,year,http://www.balderton.com,https://www.linkedin.com/company/balderton-capital_2,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",,,51-100,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Seed",,,Private
Shasta Ventures,https://www.crunchbase.com/organization/shasta-ventures,Venture Capital,432,97,"Portola Valley, California, United States","San Francisco Bay Area, West Coast, Western US",Shasta Ventures is a venture capital firm that focuses on investing capital in enterprises.,128,228,5,Active,2004-01-01,year,https://www.shasta.vc,https://www.linkedin.com/company/shasta-ventures,"Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",4,"Jason Pressman, Ravi Mohan, Rob Coneybeer, Tod Francis",11-50,"Early Stage Venture, Seed",,,Private
Upfront Ventures,https://www.crunchbase.com/organization/upfront-ventures,Venture Capital,423,83,"Santa Monica, California, United States","Greater Los Angeles Area, West Coast, Western US",Upfront Ventures is the venture capital firm focusing on early-stage technology companies.,151,230,17,Active,1996-01-01,year,http://upfront.com,https://www.linkedin.com/company/upfront-ventures,"Financial Services, Lending and Investments","Finance, Financial Services, FinTech, Venture Capital",3,"Steve Lebow, Steven Dietz, Yves Sisteron",11-50,"Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",,,Private
Coinbase Ventures,https://www.crunchbase.com/organization/coinbase-ventures,Corporate Venture Capital,422,20,"Oakland, California, United States","San Francisco Bay Area, West Coast, Western US",Coinbase Ventures is an investment arm of Coinbase that aims to invest in seed-stage cryptocurrency and blockchain startups.,32,375,1,Active,2018-01-01,year,https://ventures.coinbase.com,https://www.linkedin.com/company/coinbase,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software","Blockchain, Cryptocurrency, Finance, Financial Services, FinTech",2,"Brian Armstrong, Fred Ehrsam",1001-5000,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",,,Private
Draper Associates,https://www.crunchbase.com/organization/draper-associates-2,Venture Capital,413,67,"San Mateo, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Draper Associates is an early-stage venture capital firm that invests in industry-transforming companies.,110,296,7,Active,2015-01-01,year,http://www.draper.vc,https://www.linkedin.com/company/draper-associates/,"Financial Services, Lending and Investments, Software","Financial Services, FinTech, Software, Venture Capital",1,Tim Draper,11-50,"Crowdfunding, Early Stage Venture, Non Equity Assistance, Private Equity, Seed, Venture",,,Private
